Reviewer,Review,Review Score,Review date
,"This movie was downright terrible. The plot was obvious and at times condescending to the viewer. Overall very disappointing, these are 90 minutes that'll I'll never get back",1.0,"Jan 24, 2016"
,"Sometimes a mindless, fun, easy watch is exactly what the Doctor orders. When the afore is prescribed, ""The Intern"" will suffice. A weird chemistry between our two leads provides a more than enjoyable experience.",3.0,"Jan 24, 2016"
,No script no plot no humor no point no nothing.,0.5,"Jan 24, 2016"
,"Is it a comedy, a drama? It doesn't really have an answer and the balance is not good. When there's a marriage twist at the end, I was done, especially with how they resolve it. Stupid.",2.5,"Jan 24, 2016"
,easily the best movie of 2015. Anne hathaway's best performance ever. Robert de Niro has a fantastic character. all the side characters really work in the movie,5.0,"Jan 24, 2016"
,It was playful and enjoyable. I thoroughly enjoyed every step of the movie unfolding.,5.0,"Jan 24, 2016"
,"Nancy Myers directs and writes her next film in the Intern. Anne Hathaway who played the clueless intern in the Devil Wears Prada now plays a CEO of her own company. The intern this time, is the 70 year old Rober Dinero. Unfortunately Myers feels this premise is a lot funnier than it actually is and relies on this too heavily. The film relies on the typical jokes you would expect, many of which being an elderly person and their battle with new technology. The intern has some charm at first, but gets repetitive and really does not use the situation to offer much character development. The supporting characters offer the majority of the comedy, and scenes such as breaking into a house to delete an email come off as forced. The Intern feels long, and is not one of Myer's best.",3.0,"Jan 24, 2016"
,"I really enjoyed this movie. It wasn't predictable like other films, they were so many scenes that i expected something might happen, but didn't which is good, it made the movie unique in a way. It was also very realistic, literally almost everything they say in the film would be something we will say at work in reality, for an instance: when De Niro (who's actually in his 70's) said something about technology, it might take a little time for him to get used to it, that's what an adult who's over 55 would say. Anyway, this movie is great.",3.0,"Jan 24, 2016"
,"I really enjoyed this movie. Robert DeNiro and Anne Hathaway worked together so well on screen. I loved the friendship they developed. There was a lot of humor as well as heartfelt moments. And the little girl reminded me of my daughter. I think some time could have been shaven off at parts, but overall it was a great film. It really speaks to women who want to have it all and how other people can't seem to handle that so well.",4.5,"Jan 24, 2016"
,Great movie! loved it. Great lessons. is always good to see Robert D Niro.,5.0,"Jan 24, 2016"
,Experience never gets old. Really enjoyed this movie. I like the way they present how startup company work.,4.0,"Jan 24, 2016"
nilufer e,Casting was done by paid professionals -- the script was written by interns. #interns,3.5,"Jan 24, 2016"
,Fun movie and great message,5.0,"Jan 23, 2016"
,"This was actually a really good movie. Kind of a chick flick, but DeNiro never cease to amaze me by his acting ability. His character is much different than the one we're used to. Anne Hathaway is very good too. The movie is a perfect blend of ""old school"" thinking before the internet and new school creativity. Would definitely see again in a few years.",4.0,"Jan 23, 2016"
,This is a must see movie!!! It brings you back to center and shows you what really matters in life. Great movie.,5.0,"Jan 23, 2016"
,Cute movie. Worth watching on DVD not worth the price of a movie ticket.,3.0,"Jan 23, 2016"
,A mature and modern movie that is lifted into the charmosphere by two excellent performances from an in-form Robert De Niro and a luminous Anne Hathaway.,3.5,"Jan 23, 2016"
,Cute and rainy-day suitable. But not a lot of laughs or emotionally compelling.,3.0,"Jan 23, 2016"
,This is a sad attempt at a second Devil Wears Prada. Terrible. Only watching it to the end because I paid to rent it. Who knows if I'll even make it.,2.0,"Jan 23, 2016"
,Great movie....... few life lessons in there for the younger generation,3.5,"Jan 23, 2016"
,Really enjoyed this movie!!,5.0,"Jan 23, 2016"
,Anne vuelvo a ser tu fan.,4.0,"Jan 23, 2016"
,Uninteresting characters doing absolutely noting interesting and a common and unambitious script. Absolutely boring.,0.5,"Jan 23, 2016"
,"What a wonderful movie, think Devil Wears Prada meets Bucket List! Highly recommended, De Niro and Hathaway have a great on screen chemistry as tech world colleagues and unlikely best friends. Officially one of my fave De Niro films, of many many faves already.",5.0,"Jan 23, 2016"
,"It was simply a fun feel good comedy. It had a decent story and some good acting and was just an enjoyable film. Nothing we haven't seen before or anything, but just good fun.",3.5,"Jan 23, 2016"
,"This is the, for a lack of words, LAMEST movie I have seen. It is unbearable to watch especially with a straight face",0.5,"Jan 23, 2016"
,"It wasn't predictable as I suspected, it was sentimental and really cool actually. I've missed watching a light-weight movie that is actually good. I enjoyed it but it was very far from being a comedy.",3.0,"Jan 23, 2016"
,Amusing but grounded movie.,3.0,"Jan 23, 2016"
,"I suffer from the disease of watching my favorites movies again and again and again. I've added very few to my sickness until this movie. It's a movie that moves you to work harder on your passion, peace and your people.",5.0,"Jan 23, 2016"
,Loved it was very good.,5.0,"Jan 23, 2016"
,"This movie has it all. A little romance, a little humor, a little sad, revelations about society as it was and how it is and possibly where it is going. Overall very worth watching.",4.0,"Jan 23, 2016"
jonathan b,"I'd have to say that this movie pretty much copies the Internship in plot minus a lot of the laughs. Some things just don't make sense, like why is Anne Hathaway's character a millionaire but the husband has to be stay at home dad? Deniro's performance pretty much saves the movie to be a total dud.",3.5,"Jan 23, 2016"
,"What a disappointing movie. Knowing the characters and the premise, it was never going to be a serious movie about serious things. However, it couldn't have been more predictable, with Hathaway in yet another movie moping around waiting for male characters to prop her up. Given the premise of the movie, it's shocking that this movie would struggle to even pass the Bechdel test. What an insult to any women that have actually struggled and made it in roles and / or industries typically dominated by men.",0.5,"Jan 23, 2016"
,"Such a cute, funny movie that has a simple story performed by incredible actors. I haven't seen a really good movie in a long time and definitely recommend it to anyone!",5.0,"Jan 22, 2016"
,A cute and feel good movie - no violence or drugs. But still with some worthwhile themes and messages.,4.0,"Jan 22, 2016"
,An okay movie that was calm and funny with a touch of emotion.,3.0,"Jan 22, 2016"
,"I was looking for a simply entertaining movie and found it. This film had humor, empathy and was so much closer to a modern day 'rom-com' than most movies are. It was different, modern, and all around great. I love it and would easily watch it again.",4.5,"Jan 22, 2016"
,"Fue buena hasta el final. Proyeccion de mujer independiente, feminista, exitosa profesionalmente y despues perdona la infidelidad de su esposo.... Pendeja",1.0,"Jan 22, 2016"
,"Melodrama patético y sentimental. La película trata de de generar empatía por una mujer empresaria con una vida bastante privilegiada, quien se ampara en una figura paternal para atravesar una crisis laboral/personal.",2.0,"Jan 22, 2016"
,"Cheesey moments aside, very enjoyable",4.0,"Jan 22, 2016"
,Lets just say it was awesome. I saw it at nine o'clock with my 83 year old grandfather (who has cancer) and he stayed awake the whole time.,5.0,"Jan 22, 2016"
,"A fun and sweet movie which contrasts what once was with what now is. It was fun to see de Nero in this unique roll for him. He did well, as did Hathaway.",3.0,"Jan 22, 2016"
,Pleasantly surprised at how solid and delightful this was. De Niro and Hathaway are great together and Nancy Meyers hits the most right notes she has in years.,3.5,"Jan 21, 2016"
,"this movie was great! I did not love the ending,I mean,I was expecting something better than that,it made me think for a moment that the director or writer wanted to diminish women's success in society...maybe I over analyzed it,I don't know...on the positive side,De Niro's character was very likable,he was always saying all the right things and making the right decisions.he also had a lot of chemistry with the rest of the cast,in other words: charming. worth watching.",3.0,"Jan 21, 2016"
